Pos,ID,Name,BV,SV,Team,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,Elite%
M,613,Ugochukwu,4.4,4.4,Chelsea,35,1.26,23,0.78,26,0.95,0.00
G,614,Kaminski,4.5,4.5,Luton,92,3.02,91,3.21,89,2.92,0.03
M,615,Matheus França,4.9,4.9,Crystal Palace,22,1.08,44,1.67,50,2.12,0.00
D,616,Gvardiol,5.0,5.0,Man City,76,2.56,68,2.82,68,2.43,0.06
F,617,Højlund,7.1,7.1,Man Utd,66,3.76,64,3.76,64,2.91,0.00
M,618,Kellyman,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
D,619,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0.00
M,620,Olakigbe,4.5,4.5,Brentford,0,0.00,0,0.00,2,0.09,0.00
M,621,Hinshelwood,4.5,4.5,Brighton,19,0.81,14,0.58,11,0.53,0.00
D,622,Dodgson,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00,0.00
F,623,Burstow,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,624,Dobbin,4.5,4.5,Everton,5,0.34,7,0.37,8,0.42,0.00
D,625,De Fougerolles,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0.00
D,626,Quansah,4.0,4.0,Liverpool,0,0.00,1,0.03,2,0.07,0.00
M,627,Clark,4.5,4.5,Liverpool,1,0.06,0,0.00,0,0.00,0.00
M,628,Doak,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0.00
M,629,McConnell,4.5,4.5,Liverpool,1,0.07,0,0.00,0,0.00,0.00
M,630,Barkley,4.9,4.9,Luton,15,0.61,53,2.14,55,2.02,0.00
F,631,Brown,4.9,4.9,Luton,72,2.59,67,2.45,67,2.23,0.00
M,632,Forson,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0.00
D,633,Livramento,4.4,4.4,Newcastle,20,0.83,13,0.66,15,0.67,0.00
D,634,A.Murphy,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00,0.00
M,635,Miley,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0.00
G,636,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0.00
D,637,Powell,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0.00
M,638,Vini Souza,5.0,5.0,Sheffield Utd,75,1.86,74,1.82,69,1.58,0.00
D,639,Van de Ven,4.5,4.5,Spurs,88,3.63,87,3.34,84,2.81,0.00
F,640,Scarlett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0.00
F,641,Veliz,5.4,5.4,Spurs,10,0.47,9,0.45,8,0.40,0.00
M,642,Álvarez,5.0,5.0,West Ham,80,2.16,60,1.67,61,1.89,0.00
D,643,Aarons,4.5,4.5,Bournemouth,71,2.05,65,2.34,62,2.54,0.00
M,644,Scott,4.9,4.9,Bournemouth,0,0.00,0,0.00,0,0.00,0.00
F,645,Y. Chermiti,4.9,4.9,Everton,2,0.22,4,0.29,5,0.36,0.00
G,646,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0.00
G,647,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0.00
D,648,Francis-Clarke,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0.00
F,649,Cannon,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0.00
M,650,Onyango,4.5,4.5,Everton,2,0.10,2,0.10,0,0.00,0.00
F,651,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0.00
M,652,Dibley-Dias,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0.00
D,653,Seriki,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,0,0.00,0.00
F,654,Marsh,4.5,4.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0.00
M,655,Brooks,4.5,4.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0.00
F,656,Hackford,4.5,4.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0.00
M,657,Rak-Sakyi,4.5,4.5,Crystal Palace,37,1.72,20,0.83,20,0.91,0.00
F,658,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0.00
G,659,Bergström,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,660,Odobert,5.0,5.0,Burnley,1,0.10,2,0.13,2,0.15,0.00
M,661,Harrison,5.5,5.5,Everton,43,2.33,42,1.76,43,1.91,0.00
M,662,Adama,5.0,5.0,Fulham,0,0.00,0,0.00,0,0.00,0.00
M,663,Hamer,5.0,5.0,Sheffield Utd,82,2.40,78,2.31,76,1.96,0.00
M,664,Ward-Prowse,6.3,6.3,West Ham,80,3.06,82,3.05,80,3.59,0.01
G,665,Krul,4.5,4.5,Luton,3,0.10,4,0.14,5,0.18,0.00
M,666,T.Davies,5.0,5.0,Sheffield Utd,25,0.95,39,1.40,49,1.46,0.00
M,667,Lavia,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,668,Endo,5.5,5.5,Liverpool,47,1.62,32,1.33,32,1.35,0.00
G,669,Vítek,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0.00
G,670,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
D,671,Humphreys,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,672,Zaniolo,5.5,5.5,Aston Villa,62,3.06,62,3.14,60,3.59,0.00
M,673,Adams,5.0,5.0,Bournemouth,49,1.29,73,1.95,72,1.98,0.00
D,674,Delcroix,4.0,4.0,Burnley,20,0.54,21,0.62,24,0.77,0.00
M,675,A.Ramsey,5.0,5.0,Burnley,42,1.86,35,1.62,36,1.73,0.00
D,676,Mavropanos,4.5,4.5,West Ham,14,0.44,17,0.49,17,0.71,0.00
F,677,Deivid,4.5,4.5,Chelsea,4,0.34,2,0.16,4,0.31,0.00
M,678,Doku,6.5,6.5,Man City,49,2.32,42,2.70,43,2.24,0.00
D,679,G.Montiel,4.5,4.5,Nott'm Forest,57,2.19,52,2.76,51,1.10,0.00
G,680,Beach,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,681,Diego Moreira,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0.00
D,682,Johnson,4.0,4.0,Luton,0,0.00,0,0.00,0,0.00,0.00
M,683,Harris,4.5,4.5,Fulham,3,0.18,3,0.20,5,0.28,0.00
M,684,Brierley,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0.00
M,685,Gore,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0.00
G,686,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0.00
G,687,Petrovic,4.5,4.5,Chelsea,0,0.00,2,0.07,4,0.16,0.00
D,688,Castagne,4.5,4.5,Fulham,64,3.07,59,1.32,59,1.30,0.00
M,689,Kudus,6.5,6.5,West Ham,38,1.73,43,1.88,41,2.15,0.00
M,690,Baleba,4.5,4.5,Brighton,32,1.12,22,0.77,16,0.69,0.00
F,691,Beto,6.0,6.0,Everton,41,2.65,42,2.03,42,2.15,0.00
G,692,Benda,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0.00
D,693,Thomas,4.0,4.0,Sheffield Utd,68,1.77,65,1.45,62,0.88,0.00
M,694,Massengo,5.0,5.0,Burnley,0,0.00,0,0.00,0,0.00,0.00
G,695,Altay,4.0,4.0,Man Utd,0,0.00,2,0.10,2,0.09,0.00
D,696,Murillo,4.5,4.5,Nott'm Forest,10,0.35,3,0.16,3,0.07,0.00
D,697,S.Bueno,4.5,4.5,Wolves,0,0.00,0,0.00,1,0.05,0.00
M,698,González,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0.00
D,699,Lenglet,4.5,4.5,Aston Villa,12,0.42,10,0.32,10,0.41,0.00
M,700,Ansu Fati,6.5,6.5,Brighton,42,2.65,42,2.09,45,3.35,0.00
M,701,Ghoddos,4.5,4.5,Brentford,20,0.89,24,1.27,27,1.14,0.00
D,702,Phillips,4.0,4.0,Spurs,0,0.00,0,0.00,2,0.04,0.00
D,703,Evans,4.0,4.0,Man Utd,14,0.52,13,0.48,14,0.40,0.00
F,704,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0.00
M,705,Sinisterra,5.5,5.5,Bournemouth,48,2.15,56,2.87,54,2.90,0.00
M,706,M.Trésor,5.5,5.5,Burnley,27,1.26,26,1.22,28,1.34,0.00
D,707,Ballo-Touré,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0.00
M,708,Gravenberch,5.0,5.0,Liverpool,38,1.64,30,1.46,25,1.32,0.00
M,709,Amrabat,5.0,5.0,Man Utd,73,2.26,48,1.60,31,0.97,0.00
G,710,Odysseas,4.5,4.5,Nott'm Forest,32,1.21,48,2.05,62,2.02,0.00
D,711,Omobamidele,4.5,4.5,Nott'm Forest,9,0.29,4,0.15,3,0.07,0.00
M,712,Dominguez,5.0,5.0,Nott'm Forest,21,0.82,23,0.98,21,0.78,0.00
M,713,Sangaré,5.0,5.0,Nott'm Forest,81,2.33,76,2.53,72,1.85,0.00
F,714,Origi,5.0,5.0,Nott'm Forest,28,1.33,29,1.60,29,1.25,0.00
M,715,Bellegarde,5.0,5.0,Wolves,0,0.00,60,2.07,58,1.88,0.00
D,716,Gilchrist,4.0,4.0,Chelsea,2,0.05,0,0.00,0,0.00,0.00
F,717,Stutter,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,718,Matos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0.00
M,719,Hunt,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0.00
F,720,Ola-Adebomi,4.5,4.5,Crystal Palace,3,0.20,0,0.00,0,0.00,0.00
M,721,Ozoh,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0.00
F,722,Donley,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0.00
D,723,Brooking,4.0,4.0,Chelsea,1,0.05,0,0.00,0,0.00,0.00
D,10019,Nathan Ferguson,99.9,99.9,Crystal Palace,5,0.21,6,0.16,9,0.25,0.00
M,10091,Myles Peart-Harris,99.9,99.9,Brentford,4,0.22,8,0.49,9,0.47,0.00
